Q1_LikelihoodToStay,Q2_Age,Q3_Gender,Q4_Education,Q5_JobLevel,Q6_Department,Q7_TenureYears,Q8_SalaryBand,Q9_WeeklyHours,Q10_WorkArrangement,Q11_CommuteMin,Q12_JobSatisfaction,Q13_WorkLifeBalance,Q14_CareerGrowthSat,Q15_ManagerRelationship,Q16_CultureAlignment,Q17_ReasonsLeave,Q18_MotivatorsStay,Q19_TrainingHours,Q20_Recommend,Q21_SwitchFor15Raise,Q22_RetentionInitiatives
4,30,Male,Bachelor’s,Mid,IT Support,1.9,75–120k,44,Hybrid,36,4,5,3,3,4,"Lack of flexibility, Other, Commute","Purposeful work, Benefits",3,Yes,No,Other
4,25,Male,Bachelor’s,Entry,Marketing,16.2,75–120k,31,On-site,24,2,4,3,3,2,"Manager conflict, Other, Culture misfit","Benefits, Purposeful work, Growth path",6,No,No,Wellness programs
3,66,Male,Bachelor’s,Entry,HR,1.5,<75k,50,On-site,40,4,4,3,3,3,Lack of flexibility,Competitive pay,34,Yes,Yes,Career roadmap
3,25,Female,Master’s,Mid,Product,9.6,180–250k,45,Hybrid,21,4,3,3,4,3,Workload stress,"Growth path, Competitive pay",23,Yes,Yes,"Flexible hours, Remote option, Other"
4,28,Prefer not to say,Bachelor’s,Entry,Sales,5.1,<75k,51,Hybrid,40,5,5,4,3,4,"Benefits, Limited growth, Low pay",Flexible work,32,Yes,No,"Wellness programs, Remote option"
2,23,Female,Bachelor’s,Mid,Engineering,1.1,75–120k,41,Fully Remote,0,5,2,4,2,1,Manager conflict,"Team culture, Flexible work, Manager support",15,Yes,Maybe,"Remote option, Childcare support"
3,22,Female,Bachelor’s,Lead,Marketing,4.9,180–250k,40,On-site,40,5,2,1,4,5,"Limited growth, Workload stress","Purposeful work, Benefits, Recognition",20,Yes,Maybe,"Wellness programs, Career roadmap, Other"
3,35,Female,Diploma,Entry,Engineering,1.6,75–120k,40,Fully Remote,0,3,5,5,4,4,"Benefits, Low pay, Limited growth",Recognition,29,Yes,Yes,Career roadmap
4,37,Female,Master’s,Lead,Engineering,2.6,75–120k,47,Hybrid,10,4,5,5,5,3,"Other, Limited growth",Growth path,9,Yes,Maybe,Salary review
2,43,Male,Bachelor’s,Entry,HR,2.8,<75k,41,On-site,25,2,4,3,3,2,"Lack of flexibility, Culture misfit","Team culture, Purposeful work",21,Yes,No,"Flexible hours, Remote option"
5,36,Male,Other,Senior,Product,7.7,120–180k,51,On-site,14,5,5,5,5,5,Commute,Growth path,24,Yes,Yes,"Mentorship, Remote option, Flexible hours"
3,36,Male,Diploma,Management,Engineering,3.6,>250k,41,Hybrid,15,4,3,2,4,2,"Manager conflict, Workload stress","Other, Team culture, Competitive pay",15,Yes,Yes,"Childcare support, Mentorship"
4,30,Female,Master’s,Mid,Engineering,5.0,<75k,87,Fully Remote,0,4,5,4,5,5,Benefits,Recognition,25,Yes,No,Other
4,29,Male,Bachelor’s,Lead,Engineering,6.9,120–180k,38,On-site,17,5,3,5,4,3,Benefits,"Purposeful work, Recognition, Manager support",23,Yes,Yes,"Remote option, Career roadmap"
4,32,Male,Bachelor’s,Mid,Engineering,5.5,<75k,40,On-site,25,5,3,4,2,3,"Lack of flexibility, Other, Limited growth","Purposeful work, Other",27,Yes,No,"Wellness programs, Career roadmap"
3,34,Male,Master’s,Mid,Other,3.4,120–180k,47,On-site,22,5,2,2,3,4,"Benefits, Other",Purposeful work,21,Yes,No,"Flexible hours, Remote option"
4,37,Male,Master’s,Mid,Product,3.7,120–180k,30,Hybrid,31,3,5,4,3,4,Other,Competitive pay,30,Yes,Maybe,Remote option
4,43,Female,Diploma,Mid,Other,2.5,75–120k,48,Hybrid,39,4,5,3,2,4,"Other, Limited growth","Competitive pay, Benefits",28,Yes,No,"Childcare support, Flexible hours"
4,44,Female,Doctorate,Mid,Engineering,2.6,<75k,30,Fully Remote,0,3,5,2,4,1,"Limited growth, Benefits, Culture misfit",Flexible work,24,Yes,Maybe,"Other, Flexible hours, Career roadmap"
4,32,Female,Bachelor’s,Senior,Sales,2.6,75–120k,35,On-site,35,5,4,4,3,3,"Commute, Manager conflict",Flexible work,28,No,No,"Mentorship, Career roadmap, Remote option"
4,29,Male,Bachelor’s,Senior,Engineering,0.5,>250k,44,Fully Remote,0,4,4,3,4,4,"Low pay, Limited growth, Workload stress","Manager support, Benefits, Other",11,No,No,"Remote option, Mentorship"
4,32,Male,Other,Senior,Sales,0.8,75–120k,50,On-site,44,4,2,5,4,5,"Workload stress, Limited growth, Manager conflict","Competitive pay, Recognition, Purposeful work",12,No,Maybe,"Career roadmap, Wellness programs, Salary review"
1,23,Female,Diploma,Entry,Engineering,2.5,<75k,32,Hybrid,10,1,2,3,2,3,"Limited growth, Lack of flexibility, Low pay",Other,27,Yes,Maybe,"Remote option, Other"
3,36,Male,Bachelor’s,Lead,HR,0.3,>250k,51,On-site,28,4,4,2,3,5,"Culture misfit, Benefits, Workload stress","Purposeful work, Recognition, Manager support",20,Yes,Maybe,"Remote option, Other, Wellness programs"
4,32,Female,Master’s,Senior,Sales,13.5,>250k,33,Hybrid,24,5,2,3,4,3,Culture misfit,Manager support,1,No,No,Salary review
4,29,Male,Diploma,Lead,Sales,1.1,180–250k,39,Fully Remote,0,5,4,3,4,4,"Benefits, Workload stress, Low pay","Competitive pay, Team culture, Growth path",17,Yes,Yes,"Salary review, Wellness programs, Career roadmap"
4,45,Male,Bachelor’s,Entry,Sales,3.4,75–120k,43,Fully Remote,0,4,5,3,5,2,"Limited growth, Benefits, Lack of flexibility","Manager support, Competitive pay",5,Yes,Yes,"Mentorship, Flexible hours"
3,39,Female,Bachelor’s,Senior,Sales,5.8,180–250k,30,Fully Remote,0,3,4,2,4,3,"Low pay, Other","Recognition, Growth path",18,No,Maybe,"Remote option, Wellness programs, Flexible hours"
3,25,Male,Master’s,Senior,Marketing,8.7,120–180k,31,Hybrid,22,4,3,2,1,3,"Manager conflict, Other, Commute","Purposeful work, Growth path",21,Yes,Maybe,"Remote option, Salary review"
3,37,Male,Bachelor’s,Entry,Product,2.8,<75k,54,Fully Remote,0,3,4,5,2,4,"Manager conflict, Limited growth","Team culture, Benefits, Competitive pay",5,Yes,Maybe,"Other, Salary review"
3,44,Male,Master’s,Mid,Product,3.5,<75k,48,Hybrid,37,4,2,5,2,4,"Limited growth, Lack of flexibility","Purposeful work, Flexible work, Manager support",13,No,No,"Wellness programs, Childcare support, Other"
4,31,Male,Bachelor’s,Senior,Engineering,1.0,180–250k,54,On-site,25,4,2,2,4,5,"Other, Manager conflict","Competitive pay, Recognition, Other",23,No,Yes,"Mentorship, Wellness programs"
3,20,Male,Master’s,Senior,Engineering,10.5,120–180k,43,On-site,17,5,3,3,5,2,"Commute, Manager conflict",Purposeful work,23,Yes,Maybe,"Other, Wellness programs, Remote option"
4,27,Female,Master’s,Entry,HR,7.3,<75k,45,Hybrid,5,3,4,4,5,3,"Commute, Low pay",Benefits,12,Yes,Maybe,Mentorship
4,37,Female,Master’s,Mid,Marketing,4.1,120–180k,35,Hybrid,11,5,2,1,3,5,"Lack of flexibility, Workload stress, Manager conflict","Competitive pay, Growth path, Purposeful work",13,No,No,Remote option
3,36,Male,Other,Entry,Engineering,4.2,<75k,37,Fully Remote,0,3,2,4,4,5,"Manager conflict, Other, Commute",Purposeful work,43,Yes,Yes,"Mentorship, Flexible hours, Other"
3,21,Non-binary,Bachelor’s,Mid,Engineering,5.0,120–180k,51,On-site,32,2,1,4,5,4,"Manager conflict, Commute, Benefits","Growth path, Benefits",27,Yes,No,"Childcare support, Career roadmap"
3,27,Male,Bachelor’s,Mid,Engineering,2.4,120–180k,36,On-site,20,2,4,4,4,4,"Low pay, Benefits","Growth path, Team culture",10,Yes,Maybe,"Remote option, Other, Mentorship"
3,24,Male,Bachelor’s,Entry,Finance,2.1,<75k,45,On-site,28,3,2,3,4,5,Lack of flexibility,Manager support,13,No,Yes,Salary review
4,38,Female,Master’s,Senior,Engineering,14.1,180–250k,45,Hybrid,29,5,3,5,3,5,"Benefits, Lack of flexibility","Manager support, Team culture",20,Yes,No,"Salary review, Other"
2,24,Prefer not to say,Bachelor’s,Senior,Engineering,1.2,120–180k,58,On-site,23,4,1,3,2,4,"Lack of flexibility, Culture misfit","Benefits, Competitive pay, Other",14,Yes,Maybe,Mentorship
4,40,Male,Diploma,Mid,IT Support,1.9,120–180k,38,Hybrid,41,4,2,3,4,4,Workload stress,"Manager support, Flexible work",23,Yes,Maybe,"Remote option, Salary review, Childcare support"
3,45,Female,Bachelor’s,Senior,Engineering,6.0,180–250k,47,Hybrid,31,2,5,5,2,2,"Limited growth, Manager conflict, Culture misfit",Purposeful work,13,Yes,Maybe,"Childcare support, Career roadmap, Remote option"
4,33,Male,Bachelor’s,Entry,Finance,4.2,<75k,47,On-site,37,5,4,5,4,3,Lack of flexibility,Team culture,12,No,Maybe,"Career roadmap, Salary review"
4,48,Male,Bachelor’s,Mid,Sales,2.1,120–180k,73,On-site,36,3,2,5,4,2,"Other, Benefits","Team culture, Purposeful work, Growth path",33,Yes,No,Mentorship
3,25,Male,Doctorate,Mid,HR,1.8,<75k,45,Hybrid,21,3,4,5,3,4,Workload stress,Competitive pay,36,No,No,Career roadmap
4,24,Male,Master’s,Lead,Product,2.8,120–180k,30,On-site,25,4,1,4,4,3,Workload stress,Team culture,36,Yes,Maybe,Wellness programs
4,20,Female,Master’s,Mid,Engineering,1.9,<75k,40,On-site,31,4,3,4,4,3,Low pay,"Competitive pay, Other",29,Yes,Maybe,Childcare support
3,34,Female,Bachelor’s,Entry,Marketing,0.8,<75k,45,Fully Remote,0,4,4,2,5,5,"Culture misfit, Lack of flexibility","Purposeful work, Benefits, Flexible work",37,Yes,Yes,"Mentorship, Remote option"
3,33,Female,Master’s,Entry,IT Support,5.4,<75k,40,On-site,35,4,2,2,2,4,"Limited growth, Low pay","Purposeful work, Flexible work",10,Yes,Maybe,"Career roadmap, Wellness programs, Flexible hours"
4,28,Male,Doctorate,Lead,Marketing,4.5,120–180k,54,On-site,16,3,4,3,4,5,"Manager conflict, Low pay","Benefits, Competitive pay, Other",24,Yes,Maybe,"Wellness programs, Other, Mentorship"
3,48,Male,Bachelor’s,Lead,Engineering,4.4,120–180k,42,On-site,27,2,4,5,3,5,"Benefits, Culture misfit","Growth path, Purposeful work, Flexible work",17,No,Yes,"Salary review, Flexible hours, Mentorship"
4,30,Female,Bachelor’s,Senior,HR,6.5,120–180k,51,On-site,48,3,4,3,2,5,"Workload stress, Culture misfit",Manager support,18,Yes,Maybe,Remote option
4,36,Female,Diploma,Management,Sales,0.6,180–250k,48,Fully Remote,0,3,5,5,4,4,"Low pay, Workload stress","Purposeful work, Team culture",14,Yes,Maybe,"Flexible hours, Wellness programs"
2,34,Female,Diploma,Senior,Finance,1.8,120–180k,36,On-site,10,2,1,2,4,5,"Lack of flexibility, Manager conflict, Commute","Growth path, Benefits, Recognition",27,No,Maybe,"Childcare support, Wellness programs, Other"
3,34,Male,Bachelor’s,Senior,IT Support,5.8,120–180k,39,On-site,17,3,3,3,4,5,"Limited growth, Commute",Growth path,15,No,Maybe,Flexible hours
5,27,Female,Bachelor’s,Mid,Engineering,2.6,<75k,32,On-site,31,5,4,3,3,5,"Low pay, Commute, Other","Other, Recognition, Purposeful work",14,Yes,Yes,"Remote option, Career roadmap"
4,36,Male,Bachelor’s,Mid,HR,3.4,<75k,59,Hybrid,145,5,2,2,5,3,"Lack of flexibility, Workload stress","Recognition, Manager support",35,Yes,Maybe,"Remote option, Wellness programs"
3,39,Female,Bachelor’s,Mid,Engineering,1.8,75–120k,46,Hybrid,28,4,4,2,5,3,"Other, Limited growth","Manager support, Recognition",19,No,No,"Salary review, Childcare support"
3,31,Male,Master’s,Lead,Sales,5.7,>250k,47,Hybrid,32,5,5,2,5,4,Low pay,Manager support,35,Yes,Yes,"Remote option, Salary review, Career roadmap"
3,42,Male,Bachelor’s,Lead,Product,3.7,180–250k,63,Fully Remote,0,4,4,4,3,4,"Benefits, Other",Other,23,Yes,Maybe,Childcare support
3,34,Male,Bachelor’s,Mid,Marketing,1.6,75–120k,36,Fully Remote,0,2,3,5,4,3,Commute,"Flexible work, Other",36,Yes,No,Mentorship
4,31,Prefer not to say,Diploma,Entry,Finance,6.5,<75k,41,Hybrid,137,4,3,4,5,5,"Limited growth, Workload stress, Manager conflict","Flexible work, Competitive pay",16,No,Yes,Salary review
3,38,Male,Bachelor’s,Entry,IT Support,1.8,120–180k,41,Fully Remote,0,4,2,2,3,5,"Workload stress, Benefits",Competitive pay,19,Yes,Maybe,"Remote option, Wellness programs"
4,41,Male,Other,Entry,IT Support,4.5,75–120k,34,On-site,31,5,4,3,5,4,Culture misfit,"Purposeful work, Team culture, Benefits",23,Yes,No,Flexible hours
4,36,Male,Diploma,Entry,Engineering,2.2,<75k,38,On-site,35,3,4,5,3,4,Culture misfit,"Growth path, Flexible work",39,No,No,"Childcare support, Remote option, Career roadmap"
4,43,Female,Bachelor’s,Mid,Other,6.6,>250k,45,Hybrid,31,3,1,5,3,4,"Workload stress, Benefits, Culture misfit","Competitive pay, Purposeful work, Team culture",14,No,Yes,"Other, Salary review, Career roadmap"
4,20,Female,Bachelor’s,Lead,Marketing,7.8,180–250k,42,Fully Remote,0,4,5,4,5,5,"Limited growth, Manager conflict, Lack of flexibility",Flexible work,12,Yes,Maybe,Other
3,25,Male,Bachelor’s,Management,Marketing,6.4,120–180k,36,On-site,24,5,5,2,2,3,Limited growth,"Team culture, Competitive pay, Manager support",5,Yes,Yes,"Remote option, Mentorship"
4,38,Female,Bachelor’s,Mid,IT Support,2.0,<75k,46,On-site,11,3,4,4,3,4,"Commute, Culture misfit, Limited growth","Manager support, Benefits, Team culture",16,No,Yes,"Mentorship, Wellness programs, Salary review"
3,26,Male,Bachelor’s,Mid,HR,4.1,120–180k,48,On-site,15,4,5,5,1,5,Workload stress,"Other, Recognition, Team culture",12,Yes,Yes,"Childcare support, Salary review, Career roadmap"
3,36,Female,Bachelor’s,Senior,HR,2.2,<75k,43,Fully Remote,0,2,4,4,4,2,"Culture misfit, Limited growth","Purposeful work, Flexible work",18,Yes,Yes,"Career roadmap, Wellness programs, Childcare support"
2,29,Male,Bachelor’s,Senior,Sales,1.1,180–250k,41,On-site,47,4,2,1,2,2,"Workload stress, Benefits, Culture misfit",Benefits,31,Yes,Yes,Mentorship
3,28,Male,Bachelor’s,Senior,Other,3.1,120–180k,68,Fully Remote,0,4,4,4,5,2,"Benefits, Limited growth, Workload stress","Growth path, Benefits, Flexible work",24,Yes,No,Career roadmap
4,67,Male,Doctorate,Entry,Sales,8.1,<75k,34,On-site,28,3,3,4,2,3,Workload stress,"Team culture, Manager support, Competitive pay",29,No,Yes,"Career roadmap, Other"
3,31,Male,Master’s,Lead,Engineering,7.9,120–180k,52,On-site,23,4,3,3,3,3,Lack of flexibility,"Other, Purposeful work, Recognition",46,Yes,Yes,"Remote option, Wellness programs, Flexible hours"
3,28,Male,Bachelor’s,Senior,Engineering,8.8,>250k,52,On-site,27,3,2,4,4,3,"Lack of flexibility, Manager conflict, Other","Purposeful work, Manager support, Growth path",21,Yes,Maybe,"Career roadmap, Remote option"
2,47,Female,Master’s,Entry,Marketing,4.8,75–120k,32,On-site,18,4,2,4,1,3,Commute,"Growth path, Team culture, Recognition",12,No,Yes,"Flexible hours, Salary review, Wellness programs"
3,31,Male,Bachelor’s,Mid,Finance,10.6,180–250k,55,Fully Remote,0,4,3,4,2,4,Commute,"Manager support, Competitive pay, Recognition",10,No,Yes,Other
4,42,Male,Master’s,Mid,Sales,3.5,120–180k,44,On-site,22,3,5,2,3,4,Benefits,Recognition,17,No,Maybe,"Childcare support, Wellness programs, Career roadmap"
4,30,Male,Bachelor’s,Senior,Engineering,6.7,180–250k,30,Hybrid,52,2,3,4,5,3,"Low pay, Culture misfit, Limited growth","Other, Recognition, Growth path",23,No,Yes,"Wellness programs, Salary review, Mentorship"
3,25,Male,Bachelor’s,Mid,Engineering,1.6,<75k,47,On-site,34,5,3,1,4,4,"Manager conflict, Limited growth, Workload stress","Manager support, Team culture",29,Yes,No,"Childcare support, Flexible hours, Remote option"
4,44,Male,Bachelor’s,Senior,Product,6.0,120–180k,35,Hybrid,34,2,2,3,3,5,"Culture misfit, Low pay","Competitive pay, Manager support",9,Yes,Yes,Wellness programs
5,24,Male,Bachelor’s,Mid,Marketing,9.9,<75k,38,Fully Remote,0,5,4,5,3,5,Benefits,"Recognition, Growth path",19,No,Maybe,"Flexible hours, Mentorship"
4,65,Male,Master’s,Mid,Engineering,4.2,180–250k,30,On-site,36,3,3,4,5,4,"Workload stress, Commute",Manager support,23,Yes,Yes,Wellness programs
4,41,Male,Master’s,Entry,Finance,19.2,75–120k,46,On-site,24,4,4,4,4,5,Manager conflict,"Competitive pay, Flexible work",8,No,Yes,Remote option
4,32,Male,Bachelor’s,Mid,Sales,2.0,120–180k,59,On-site,20,4,5,4,4,3,Benefits,"Other, Manager support",22,No,Maybe,"Childcare support, Career roadmap"
3,35,Male,Bachelor’s,Senior,Product,9.9,180–250k,37,On-site,31,4,3,4,4,5,Low pay,Flexible work,27,Yes,Maybe,"Mentorship, Salary review, Wellness programs"
3,53,Female,Bachelor’s,Mid,Product,2.3,75–120k,42,Fully Remote,0,5,3,4,2,5,Benefits,"Team culture, Other",3,No,Yes,Remote option
4,20,Male,Master’s,Senior,Engineering,2.9,180–250k,50,Hybrid,17,4,5,2,3,4,"Manager conflict, Benefits",Manager support,14,No,No,"Remote option, Flexible hours, Career roadmap"
5,24,Female,Diploma,Mid,Engineering,2.6,120–180k,30,On-site,44,3,4,5,5,2,"Manager conflict, Workload stress","Competitive pay, Recognition",45,Yes,No,"Career roadmap, Wellness programs"
4,32,Non-binary,Master’s,Entry,Engineering,0.3,75–120k,41,Fully Remote,0,5,4,3,4,3,"Low pay, Benefits","Competitive pay, Team culture, Other",5,Yes,Yes,"Childcare support, Flexible hours"
3,22,Male,Diploma,Entry,Product,1.3,<75k,50,Fully Remote,0,3,2,4,4,2,Lack of flexibility,Team culture,16,No,Yes,Childcare support
4,20,Female,Bachelor’s,Mid,Product,3.2,<75k,43,On-site,28,4,4,5,4,3,Low pay,"Other, Flexible work, Manager support",35,No,Maybe,"Wellness programs, Flexible hours, Other"
3,51,Male,Bachelor’s,Senior,HR,2.7,120–180k,40,On-site,52,1,4,4,5,3,"Limited growth, Low pay, Commute","Recognition, Other, Benefits",7,Yes,Yes,"Wellness programs, Remote option, Other"
4,28,Female,Master’s,Mid,IT Support,6.7,75–120k,42,Fully Remote,0,4,3,5,4,3,Low pay,Recognition,15,No,No,"Wellness programs, Remote option, Mentorship"
3,35,Male,Master’s,Entry,Sales,3.5,75–120k,56,On-site,21,5,2,3,2,5,"Other, Low pay, Limited growth","Team culture, Flexible work, Manager support",22,Yes,Maybe,"Mentorship, Wellness programs, Other"
3,47,Male,Bachelor’s,Mid,Engineering,1.2,<75k,42,On-site,33,4,3,2,4,4,"Other, Benefits","Purposeful work, Other, Team culture",5,Yes,Yes,Mentorship
4,38,Male,Bachelor’s,Mid,Other,24.1,120–180k,52,On-site,25,2,4,4,2,3,"Other, Commute, Workload stress",Team culture,26,Yes,No,Mentorship
3,41,Male,Diploma,Mid,Engineering,1.9,75–120k,40,Fully Remote,0,2,4,1,4,2,Commute,Team culture,11,Yes,Maybe,Mentorship
3,28,Male,Master’s,Senior,Finance,24.4,120–180k,56,Hybrid,33,5,1,3,3,3,"Lack of flexibility, Limited growth","Other, Team culture, Benefits",27,No,Yes,"Wellness programs, Salary review"
4,40,Male,Bachelor’s,Senior,HR,8.0,180–250k,45,Fully Remote,0,5,5,1,5,4,"Commute, Workload stress, Culture misfit",Other,24,No,No,"Flexible hours, Wellness programs, Childcare support"
3,26,Male,Bachelor’s,Entry,Finance,4.8,<75k,35,On-site,19,2,3,5,3,4,"Other, Manager conflict, Benefits","Recognition, Benefits",23,Yes,Yes,"Remote option, Mentorship"
4,33,Male,Bachelor’s,Mid,Engineering,11.1,120–180k,34,On-site,22,4,3,2,3,2,Culture misfit,Manager support,23,No,Maybe,Other
3,20,Male,Bachelor’s,Mid,Other,2.9,<75k,40,Fully Remote,0,4,3,3,3,3,"Workload stress, Other","Recognition, Growth path",23,Yes,Maybe,"Childcare support, Salary review"
4,28,Female,Bachelor’s,Senior,Engineering,6.6,180–250k,39,Hybrid,97,3,4,5,4,4,"Benefits, Low pay",Competitive pay,12,Yes,Yes,Remote option
4,35,Male,Bachelor’s,Senior,HR,5.8,120–180k,45,Hybrid,38,4,2,5,2,3,Low pay,Other,24,Yes,No,"Flexible hours, Other, Childcare support"
4,20,Female,Diploma,Lead,Engineering,4.7,120–180k,52,On-site,32,4,5,4,5,3,"Culture misfit, Workload stress",Competitive pay,14,Yes,Maybe,"Flexible hours, Salary review, Childcare support"
3,20,Female,Diploma,Management,Marketing,8.3,>250k,41,Fully Remote,0,2,3,2,3,3,"Workload stress, Low pay",Competitive pay,35,Yes,No,"Career roadmap, Flexible hours"
3,27,Male,Master’s,Management,HR,3.2,180–250k,39,On-site,38,1,4,4,5,5,Culture misfit,Growth path,21,No,No,"Wellness programs, Salary review"
3,34,Male,Master’s,Lead,Finance,5.1,<75k,34,On-site,19,5,3,1,3,2,Workload stress,Purposeful work,10,Yes,Yes,"Childcare support, Flexible hours, Wellness programs"
4,28,Male,Bachelor’s,Lead,Product,3.7,180–250k,51,On-site,33,4,4,5,3,4,"Culture misfit, Lack of flexibility","Growth path, Competitive pay",13,No,Maybe,"Remote option, Other, Flexible hours"
2,36,Female,Bachelor’s,Mid,IT Support,4.7,75–120k,42,On-site,8,4,1,2,2,3,Limited growth,"Purposeful work, Team culture, Growth path",30,No,No,Childcare support
2,37,Male,Master’s,Mid,Product,1.2,<75k,45,Hybrid,22,2,5,1,4,3,"Lack of flexibility, Workload stress, Benefits","Recognition, Purposeful work, Other",17,Yes,Maybe,"Mentorship, Other"
3,37,Female,Bachelor’s,Senior,Product,3.7,180–250k,49,Fully Remote,0,5,3,4,3,4,"Manager conflict, Limited growth, Culture misfit","Competitive pay, Recognition",14,Yes,No,"Other, Flexible hours, Salary review"
3,36,Male,Bachelor’s,Mid,Sales,1.4,120–180k,43,Hybrid,13,3,1,4,5,3,Commute,"Flexible work, Purposeful work",24,No,Maybe,Remote option
4,37,Non-binary,Master’s,Lead,Marketing,11.6,120–180k,53,On-site,21,4,3,5,2,5,"Benefits, Lack of flexibility, Low pay","Growth path, Other, Recognition",7,No,Maybe,Remote option
3,26,Male,Diploma,Management,Engineering,1.1,180–250k,34,Hybrid,46,4,4,2,4,3,"Workload stress, Other","Flexible work, Team culture",19,No,Maybe,"Salary review, Remote option"
3,48,Male,Bachelor’s,Entry,Marketing,2.8,<75k,47,On-site,52,4,4,4,3,2,Other,Competitive pay,24,Yes,No,"Career roadmap, Other"
4,24,Female,Master’s,Lead,Marketing,2.8,<75k,42,On-site,32,4,3,5,2,3,Other,"Flexible work, Recognition",30,Yes,No,"Remote option, Childcare support"
3,31,Male,Diploma,Mid,Engineering,6.5,120–180k,51,On-site,6,4,5,3,4,3,"Culture misfit, Lack of flexibility","Purposeful work, Other, Growth path",19,Yes,No,"Mentorship, Remote option"
3,37,Female,Bachelor’s,Mid,IT Support,2.2,120–180k,49,On-site,43,5,5,1,2,5,Manager conflict,"Flexible work, Growth path",26,Yes,Maybe,"Mentorship, Career roadmap"
2,30,Male,Master’s,Management,Product,2.0,180–250k,55,On-site,64,1,2,2,4,3,"Low pay, Culture misfit, Other",Benefits,20,Yes,Yes,"Career roadmap, Mentorship"
3,35,Female,Bachelor’s,Senior,Engineering,4.1,180–250k,55,Fully Remote,0,5,3,5,2,2,"Workload stress, Limited growth","Purposeful work, Growth path",19,No,Maybe,Childcare support
4,44,Female,Master’s,Mid,IT Support,3.7,<75k,30,On-site,23,2,4,4,4,5,"Culture misfit, Limited growth, Lack of flexibility",Recognition,14,No,Maybe,"Remote option, Childcare support, Wellness programs"
3,43,Male,Master’s,Entry,IT Support,1.9,<75k,51,On-site,38,1,4,4,2,4,"Other, Lack of flexibility, Manager conflict",Benefits,25,Yes,Yes,"Salary review, Wellness programs"
3,23,Female,Bachelor’s,Entry,Engineering,1.8,75–120k,39,On-site,38,2,1,5,2,2,Workload stress,"Manager support, Growth path, Purposeful work",29,No,Yes,"Flexible hours, Mentorship"
4,48,Prefer not to say,Master’s,Mid,Product,1.7,<75k,41,On-site,20,5,4,5,3,4,"Lack of flexibility, Other",Growth path,9,No,Yes,"Other, Remote option"
4,31,Female,Other,Entry,Engineering,1.0,<75k,42,On-site,19,2,3,5,3,5,"Culture misfit, Low pay, Workload stress","Purposeful work, Other",6,No,No,Other
4,37,Male,Bachelor’s,Management,HR,4.9,180–250k,50,Fully Remote,0,5,5,4,3,1,"Limited growth, Benefits","Manager support, Team culture, Benefits",21,No,Yes,Mentorship
3,36,Female,Master’s,Senior,Product,2.9,<75k,45,Hybrid,57,5,1,4,2,1,"Workload stress, Benefits",Recognition,13,Yes,No,Wellness programs
4,30,Male,Bachelor’s,Senior,Product,3.8,180–250k,34,Hybrid,36,4,4,4,5,2,Workload stress,"Growth path, Purposeful work, Manager support",20,Yes,Maybe,Wellness programs
4,32,Female,Master’s,Entry,Sales,1.7,180–250k,55,On-site,19,4,3,3,3,2,Commute,"Competitive pay, Flexible work",15,Yes,Maybe,Wellness programs
4,33,Male,Other,Lead,Engineering,7.5,>250k,33,On-site,12,2,4,4,5,4,"Benefits, Culture misfit",Competitive pay,26,Yes,Maybe,"Childcare support, Remote option, Other"
3,36,Prefer not to say,Diploma,Lead,Product,3.0,>250k,42,On-site,30,2,3,1,5,3,"Culture misfit, Benefits","Recognition, Team culture, Growth path",28,Yes,Maybe,"Wellness programs, Childcare support"
4,27,Female,Bachelor’s,Mid,Sales,10.5,180–250k,45,On-site,22,4,5,3,5,4,"Workload stress, Benefits, Other","Purposeful work, Competitive pay, Team culture",17,Yes,Maybe,Remote option
4,33,Male,Other,Mid,Finance,1.0,120–180k,44,On-site,12,3,3,5,4,4,"Lack of flexibility, Low pay, Limited growth","Flexible work, Manager support",35,Yes,Yes,"Childcare support, Remote option, Career roadmap"
4,22,Female,Bachelor’s,Mid,Sales,5.8,75–120k,30,Hybrid,17,4,4,4,3,2,"Culture misfit, Limited growth, Low pay",Recognition,25,Yes,Yes,Childcare support
4,33,Male,Master’s,Entry,HR,0.1,<75k,43,On-site,45,5,5,4,3,2,Lack of flexibility,"Competitive pay, Team culture",20,Yes,No,Other
4,23,Prefer not to say,Bachelor’s,Entry,Engineering,1.1,<75k,30,Hybrid,16,3,5,2,4,2,"Benefits, Lack of flexibility, Low pay",Manager support,22,Yes,Maybe,"Remote option, Career roadmap, Mentorship"
4,31,Male,Master’s,Lead,HR,3.1,180–250k,38,Fully Remote,0,4,4,4,5,3,"Commute, Limited growth",Growth path,35,Yes,Maybe,"Flexible hours, Mentorship"
3,46,Female,Bachelor’s,Mid,IT Support,9.3,75–120k,30,Hybrid,22,4,4,2,3,3,"Low pay, Commute, Benefits","Recognition, Other",25,Yes,Maybe,Mentorship
4,51,Female,Master’s,Senior,Finance,6.6,180–250k,42,Hybrid,32,3,4,4,5,4,"Benefits, Other",Benefits,5,Yes,Maybe,"Career roadmap, Remote option"
3,38,Male,Bachelor’s,Entry,Sales,4.2,<75k,35,On-site,23,1,2,4,3,5,"Low pay, Other",Flexible work,24,No,Maybe,"Wellness programs, Remote option, Flexible hours"
5,31,Male,Bachelor’s,Senior,Other,8.1,180–250k,41,Hybrid,22,2,3,3,4,5,Benefits,Purposeful work,10,Yes,Yes,"Remote option, Mentorship, Other"
